Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/explore/posts?start=2015-02-24T06:00:00.000Z&end=2015-02-25T12:59:59.999Z,4,4,0:00:16,3,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-25T23:00:00.000Z&end=2015-02-27T13:59:59.999Z,4,4,0:00:00,4,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-01 13:00:00&end=2015-03-08 13:00:00&poster_id=4S-6690530&place_id=,4,1,0:00:38,0,0.00%,25.00%,$0.00
/explore/posts?start=2015-03-01 17:00:00&end=2015-03-08 17:00:00&place_id=53db7e266f5e224a10a1a06b,4,2,0:02:16,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-01 17:00:00&end=2015-03-08 17:00:00&poster_id=IG-224612562&place_id=,4,3,0:01:22,1,0.00%,25.00%,$0.00
/explore/posts?start=2015-03-01T22:00:00.000Z&end=2015-03-03T13:59:59.999Z,4,4,0:00:00,4,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-02T13:00:00.000Z&end=2015-03-10T12:59:59.999Z,4,3,0:05:43,0,0.00%,75.00%,$0.00
/explore/posts?start=2015-03-04T04:00:00.000Z&end=2015-03-05T15:59:59.999Z,4,4,0:00:00,3,50.00%,100.00%,$0.00
/explore/posts?start=2015-03-05T04:00:00.000Z&end=2015-03-06T15:59:59.999Z,4,1,0:08:51,0,0.00%,25.00%,$0.00
/explore/posts?start=2015-03-05T13:00:00.000Z&end=2015-03-13T12:59:59.999Z&sources=facebook&sources=instagram&sources=twitter,4,1,0:06:33,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-08T00:00:00.000Z&end=2015-03-09T13:59:59.999Z,4,3,0:28:54,3,66.67%,75.00%,$0.00
/explore/posts?start=2015-03-08T13:00:00.000Z&end=2015-03-16T12:59:59.999Z,4,3,0:05:15,2,33.33%,50.00%,$0.00
/explore/posts?start=2015-03-09T07:00:00.000Z&end=2015-03-10T12:59:59.999Z,4,3,0:10:00,1,100.00%,50.00%,$0.00
/explore/posts?start=2015-03-09T21:00:00.000Z&end=2015-03-11T13:59:59.999Z,4,4,0:00:00,4,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-10T12:00:00.000Z&end=2015-03-11T16:59:59.999Z,4,4,0:00:26,3,66.67%,75.00%,$0.00
/explore/posts?start=2015-03-12T14:00:00.000Z&end=2015-03-20T13:59:59.999Z,4,2,0:07:41,1,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-12T16:00:00.000Z&end=2015-03-20T15:59:59.999Z,4,4,0:21:00,3,66.67%,75.00%,$0.00
/explore/posts?start=2015-03-13T22:00:00.000Z&end=2015-03-15T12:59:59.999Z,4,2,0:03:37,0,0.00%,50.00%,$0.00
/explore/posts?start=2015-03-14T02:00:00.000Z&end=2015-03-15T12:59:59.999Z,4,1,0:14:06,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-03-20T01:00:00.000Z&end=2015-03-21T10:59:59.999Z,3,1,0:13:54,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-03-20T01:00:00.000Z&end=2015-03-21T10:59:59.999Z&place_id=550632736f5e2218d35daf4b,3,1,0:11:34,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=review&kind_name=video&start=2014-02-01T05:00:00.000Z&end=2015-02-20T04:59:59.999Z,3,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-4086534&start=2015-03-16 17:00:00&end=2015-03-17 17:00:00,3,3,0:01:24,1,0.00%,66.67%,$0.00
/explore/posts?poster_id=4S-56736482,3,2,0:00:50,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=4S-591468,3,3,0:01:15,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=4S-7151087&start=2015-03-02 17:00:00&end=2015-03-03 17:00:00,3,3,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?poster_id=4S-88594968&start=2015-03-13 17:00:00&end=2015-03-14 17:00:00,3,3,0:01:07,2,50.00%,33.33%,$0.00
/explore/posts?poster_id=FB-10152711143188388,3,3,0:00:00,0,0.00%,100.00%,$0.00
/explore/posts?poster_id=FB-10200352118441510&start=2015-03-09 17:00:00&end=2015-03-10 17:00:00,3,1,0:00:16,1,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-1032935,3,1,0:00:43,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-10482862,3,1,0:00:33,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11949061,3,1,0:02:01,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-12174932,3,1,0:00:38,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1351787789,3,1,0:00:06,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-13532463,3,1,0:00:07,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-13893132&start=2015-02-03T13:00:00.000Z&end=2015-03-04T12:59:59.999Z,3,1,0:00:08,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-14244310,3,1,0:01:50,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-143708492&start=2015-03-13 13:00:00&end=2015-03-14 13:00:00,3,2,0:00:34,1,100.00%,33.33%,$0.00
/explore/posts?poster_id=IG-1493634842,3,1,0:00:53,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1558490671,3,1,0:00:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1722186021,3,1,0:00:07,1,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-173616086,3,2,0:04:13,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-189356787,3,2,0:01:14,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20184576,3,1,0:11:38,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-201870122&start=2015-02-17 13:00:00&end=2015-02-18 13:00:00,3,3,0:00:00,3,66.67%,100.00%,$0.00
/explore/posts?poster_id=IG-203606086&start=2015-02-19T02:00:00.000Z&end=2015-02-20T04:59:59.999Z,3,1,0:00:38,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-24686696,3,2,0:00:03,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-2493767,3,1,0:00:19,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-28542176,3,1,0:00:15,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-29433181,3,2,0:00:17,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-29602280,3,2,0:00:04,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-30548440,3,3,0:00:20,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-307931893,3,1,0:00:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-374165712,3,1,0:02:15,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-37944041,3,2,0:00:09,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=IG-430436321,3,3,0:00:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-435648010&start=2015-03-10 17:00:00&end=2015-03-11 17:00:00,3,2,0:00:49,1,100.00%,66.67%,$0.00
/explore/posts?poster_id=IG-446567798,3,1,0:00:26,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-5182763,3,2,0:00:37,0,0.00%,66.67%,$0.00
/explore/posts?poster_id=IG-610304106,3,1,0:00:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-7758234&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,3,2,0:00:30,1,0.00%,33.33%,$0.00
/explore/posts?poster_id=TW-1870955628,3,1,0:03:40,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-217025297&start=2015-02-18 13:00:00&end=2015-02-19 13:00:00,3,1,0:02:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-2239716770&start=2015-02-22T00:00:00.000Z&end=2015-02-23T04:59:59.999Z,3,1,0:04:50,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-28785486,3,1,0:00:38,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-2997859109&start=2015-03-07T00:00:00.000Z&end=2015-03-08T12:59:59.999Z,3,1,0:00:38,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-348334292,3,2,0:00:31,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-465221810,3,1,0:02:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-504380884,3,2,0:08:47,0,0.00%,66.67%,$0.00
/explore/posts?poster_id=TW-57567072,3,2,0:00:36,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=TW-585646314,3,1,0:00:08,0,0.00%,33.33%,$0.00
/explore/posts?poster_id=TW-59066604,3,3,0:00:40,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-62381450,3,1,0:00:11,1,0.00%,33.33%,$0.00
/explore/posts?poster_id=TW-76298119,3,2,0:05:04,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-7950832,3,2,0:03:18,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=TW-931239734,3,1,0:00:09,0,0.00%,33.33%,$0.00
/explore/posts?start=2014-01-31T16:00:00.000Z&end=2015-02-25T15:59:59.999Z,3,3,0:01:37,2,50.00%,66.67%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-12T12:59:59.999Z,3,3,0:06:38,2,100.00%,66.67%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-17T12:59:59.999Z,3,3,0:00:00,3,100.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-19T12:59:59.999Z,3,3,0:00:00,3,50.00%,100.00%,$0.00
/explore/posts?start=2014-02-28T13:00:00.000Z&end=2015-03-20T12:59:59.999Z,3,1,0:00:40,0,0.00%,0.00%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-02T15:59:59.999Z,3,2,0:00:23,0,0.00%,33.33%,$0.00
/explore/posts?start=2014-02-28T16:00:00.000Z&end=2015-03-18T15:59:59.999Z&sources=facebook&sources=foursquare&sources=instagram,3,1,0:01:01,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-19T05:00:00.000Z&end=2015-02-20T04:59:59.999Z,3,2,0:00:43,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-01-23T14:00:00.000Z&end=2015-02-24T13:59:59.999Z,3,3,0:05:17,3,66.67%,66.67%,$0.00
/explore/posts?start=2015-01-24T13:00:00.000Z&end=2015-02-25T12:59:59.999Z,3,3,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-01T13:00:00.000Z&end=2015-02-23T12:59:59.999Z,3,2,0:09:37,1,0.00%,33.33%,$0.00
/explore/posts?start=2015-02-01T16:00:00.000Z&end=2015-03-02T15:59:59.999Z,3,1,0:01:51,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-02T13:00:00.000Z&end=2015-03-03T12:59:59.999Z,3,3,0:03:35,2,50.00%,66.67%,$0.00
/explore/posts?start=2015-02-05T11:00:00.000Z&end=2015-03-06T10:59:59.999Z&place_id=54f91b50c62697048325801b&place_id=54ebc8806f5e22364a934232&place_id=54f8e8b16f5e2268d995cb24&place_id=54f8e668c626970478258001,3,1,0:00:39,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-08T13:00:00.000Z&end=2015-03-09T12:59:59.999Z,3,3,0:01:00,2,100.00%,66.67%,$0.00
/explore/posts?start=2015-02-10T14:00:00.000Z&end=2015-03-11T13:59:59.999Z,3,3,0:00:00,3,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-10T16:00:00.000Z&end=2015-03-11T15:59:59.999Z,3,3,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-11T11:00:00.000Z&end=2015-03-12T10:59:59.999Z,3,2,0:00:29,1,50.00%,66.67%,$0.00
/explore/posts?start=2015-02-11T14:00:00.000Z&end=2015-03-12T13:59:59.999Z,3,3,0:00:00,3,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-12T13:30:00.000Z&end=2015-02-20T13:29:59.999Z,3,2,0:06:32,1,0.00%,66.67%,$0.00
/explore/posts?start=2015-02-12T16:00:00.000Z&end=2015-03-13T15:59:59.999Z,3,3,0:00:00,1,0.00%,100.00%,$0.00
/explore/posts?start=2015-02-16T13:00:00.000Z&end=2015-03-17T12:59:59.999Z,3,3,0:01:13,2,50.00%,66.67%,$0.00
/explore/posts?start=2015-02-16T14:00:00.000Z&end=2015-03-17T13:59:59.999Z,3,3,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-17T05:00:00.000Z&end=2015-02-25T04:59:59.999Z,3,2,0:05:32,0,0.00%,33.33%,$0.00
/explore/posts?start=2015-02-17T11:00:00.000Z&end=2015-03-18T10:59:59.999Z,3,1,0:03:00,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-17T13:00:00.000Z&end=2015-02-25T12:59:59.999Z,3,3,0:01:31,2,50.00%,33.33%,$0.00
/explore/posts?start=2015-02-17T13:30:00.000Z&end=2015-02-25T13:29:59.999Z,3,3,0:00:00,3,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-17T22:00:00.000Z&end=2015-02-19T13:59:59.999Z,3,3,0:00:00,3,50.00%,100.00%,$0.00
/explore/posts?start=2015-02-18T14:00:00.000Z&end=2015-03-19T13:59:59.999Z,3,3,0:03:30,3,66.67%,66.67%,$0.00
/explore/posts?start=2015-02-19T00:00:00.000Z&end=2015-02-20T04:59:59.999Z,3,1,0:02:24,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T01:00:00.000Z&end=2015-02-20T04:59:59.999Z,3,1,0:01:20,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-19T05:00:00.000Z&end=2015-02-20T12:59:59.999Z,3,3,0:00:00,3,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-19T13:00:00.000Z&end=2015-03-20T12:59:59.999Z,3,3,0:00:00,3,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-19T14:00:00.000Z&end=2015-03-20T13:59:59.999Z,3,3,0:06:45,3,66.67%,66.67%,$0.00
/explore/posts?start=2015-02-22 17:00:00&end=2015-03-01 17:00:00&place_id=541fe3a6c626974d78c552a8,3,3,0:01:09,1,100.00%,66.67%,$0.00
/explore/posts?start=2015-02-22T00:00:00.000Z&end=2015-02-23T04:59:59.999Z,3,1,0:03:11,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-22T01:00:00.000Z&end=2015-02-23T04:59:59.999Z,3,2,0:01:34,0,0.00%,33.33%,$0.00
/explore/posts?start=2015-02-22T02:00:00.000Z&end=2015-02-23T04:59:59.999Z,3,1,0:04:07,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-23T17:00:00.000Z&end=2015-03-03T16:59:59.999Z&sources=instagram,3,3,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?start=2015-02-26T05:00:00.000Z&end=2015-03-06T04:59:59.999Z,3,2,0:00:42,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-02-28T16:00:00.000Z&end=2015-03-01T15:59:59.999Z,3,3,0:00:13,2,0.00%,33.33%,$0.00
/explore/posts?start=2015-02-28T23:00:00.000Z&end=2015-03-02T13:59:59.999Z,3,3,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-01 13:00:00&end=2015-03-08 13:00:00&place_id=53db9ba36f5e224a10a1a06f,3,1,0:05:42,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-01 13:00:00&end=2015-03-08 13:00:00&poster_id=4S-71799179,3,2,0:00:30,1,100.00%,33.33%,$0.00
/explore/posts?start=2015-03-01T02:00:00.000Z&end=2015-03-02T12:59:59.999Z,3,2,0:02:19,1,0.00%,33.33%,$0.00
/explore/posts?start=2015-03-01T06:00:00.000Z&end=2015-03-08T06:00:00.000Z&poster_id=4S-6690530&kind_name=review&kind_name=video,3,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-02T11:00:00.000Z&end=2015-03-10T10:59:59.999Z,3,1,0:01:55,1,0.00%,33.33%,$0.00
/explore/posts?start=2015-03-03T05:00:00.000Z&end=2015-03-05T04:59:59.999Z&place_id=54fa0b06c626970482258016,3,1,0:01:28,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-03T07:00:00.000Z&end=2015-03-04T16:59:59.999Z,3,3,0:00:00,3,66.67%,100.00%,$0.00
/explore/posts?start=2015-03-04T00:00:00.000Z&end=2015-03-05T15:59:59.999Z,3,1,0:00:22,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-04T03:00:00.000Z&end=2015-03-05T12:59:59.999Z,3,2,0:02:48,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-06T04:00:00.000Z&end=2015-03-07T15:59:59.999Z,3,2,0:11:47,1,0.00%,33.33%,$0.00
/explore/posts?start=2015-03-08 13:00:00&end=2015-03-15 13:00:00&poster_id=IG-21016239&place_id=,3,2,0:03:01,2,0.00%,33.33%,$0.00
/explore/posts?start=2015-03-09T06:00:00.000Z&end=2015-03-10T12:59:59.999Z,3,1,0:04:48,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-10T11:00:00.000Z&end=2015-03-11T16:59:59.999Z,3,1,0:00:06,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-10T14:00:00.000Z&end=2015-03-18T13:59:59.999Z,3,3,0:00:07,2,50.00%,33.33%,$0.00
/explore/posts?start=2015-03-10T16:00:00.000Z&end=2015-03-18T15:59:59.999Z,3,3,0:00:00,2,50.00%,100.00%,$0.00
/explore/posts?start=2015-03-11T22:00:00.000Z&end=2015-03-13T13:59:59.999Z,3,3,0:00:00,3,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-12T15:00:00.000Z&end=2015-03-13T16:59:59.999Z,3,1,0:00:39,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-13T04:00:00.000Z&end=2015-03-14T12:59:59.999Z,3,2,0:04:27,0,0.00%,33.33%,$0.00
/explore/posts?start=2015-03-15T22:00:00.000Z&end=2015-03-17T13:59:59.999Z,3,3,0:00:00,3,100.00%,100.00%,$0.00
/explore/posts?start=2015-03-16T23:00:00.000Z&end=2015-03-18T12:59:59.999Z,3,1,0:12:34,0,0.00%,0.00%,$0.00
/explore/posts?start=2015-03-17T23:00:00.000Z&end=2015-03-19T12:59:59.999Z,3,3,0:06:04,3,33.33%,66.67%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2014-03-01T05:00:00.000Z&end=2015-03-03T04:59:59.999Z&place_id=54f1cec56f5e22667c41efcf&place_id=54f4a4d16f5e22667e41efcf,2,1,0:24:44,0,0.00%,50.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-02-18T13:00:00.000Z&end=2015-02-26T12:59:59.999Z,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-02-22T01:00:00.000Z&end=2015-02-23T04:59:59.999Z,2,2,0:26:53,1,0.00%,50.00%,$0.00
/explore/posts?kind_name=photo&kind_name=video&start=2015-03-08T12:00:00.000Z&end=2015-03-10T03:59:59.999Z&place_id=54fd8be26f5e2268d795cb25&place_id=54fd8c2a6f5e2268d795cb26,2,2,0:00:00,2,50.00%,100.00%,$0.00
/explore/posts?kind_name=photo&start=2015-01-26T13:00:00.000Z&end=2015-02-27T12:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?kind_name=photo&start=2015-02-09T13:00:00.000Z&end=2015-03-10T12:59:59.999Z,2,2,0:25:17,2,50.00%,50.00%,$0.00
/explore/posts?kind_name=review&kind_name=video&start=2015-03-03T17:00:00.000Z&end=2015-03-11T16:59:59.999Z,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?kind_name=video,2,2,0:00:14,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-02-10T17:00:00.000Z&end=2015-03-11T16:59:59.999Z,2,1,0:00:54,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-03-03T17:00:00.000Z&end=2015-03-11T16:59:59.999Z,2,1,0:03:55,0,0.00%,0.00%,$0.00
/explore/posts?kind_name=video&start=2015-03-13T04:00:00.000Z&end=2015-03-14T12:59:59.999Z,2,1,0:02:55,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=4S-120723846&start=2015-03-18 17:00:00&end=2015-03-19 17:00:00,2,1,0:00:22,1,0.00%,50.00%,$0.00
/explore/posts?poster_id=4S-40655697,2,1,0:00:10,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=4S-40655697&start=2015-03-13 17:00:00&end=2015-03-14 17:00:00,2,2,0:00:01,2,50.00%,50.00%,$0.00
/explore/posts?poster_id=4S-6690530&start=2015-03-03 17:00:00&end=2015-03-04 17:00:00,2,2,0:01:36,1,100.00%,50.00%,$0.00
/explore/posts?poster_id=4S-88356394&start=2015-03-09 14:00:00&end=2015-03-10 14:00:00,2,1,0:00:36,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10152612296581389&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,2,1,0:01:55,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-10153093375052822&start=2015-03-06 13:00:00&end=2015-03-07 13:00:00,2,1,0:13:14,1,0.00%,50.00%,$0.00
/explore/posts?poster_id=FB-10153216467990628&start=2015-03-05 13:00:00&end=2015-03-06 13:00:00,2,1,0:01:10,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-1020026364678643&start=2015-02-27 13:00:00&end=2015-02-28 13:00:00,2,1,0:00:41,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-1052814734735859&start=2015-03-06 17:00:00&end=2015-03-07 17:00:00,2,2,0:00:00,2,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-1815634795327575&start=2015-03-11 17:00:00&end=2015-03-12 17:00:00,2,2,0:00:00,2,50.00%,50.00%,$0.00
/explore/posts?poster_id=FB-1815634795327575&start=2015-03-11T10:00:00.000Z&end=2015-03-12T10:00:00.000Z,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=FB-560720284030982&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,2,2,0:00:46,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-887853401237060&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,2,2,0:00:42,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=FB-917679831617856&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,2,2,0:01:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1013862067&start=2015-02-19T00:00:00.000Z&end=2015-02-20T04:59:59.999Z,2,1,0:00:43,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1013862067&start=2015-02-22T01:00:00.000Z&end=2015-02-23T04:59:59.999Z&tag_id=54e5e79fc62697136bed734b,2,1,0:06:47,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-10225089,2,1,0:00:05,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-1053981878,2,1,0:00:32,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-10622734,2,1,0:00:10,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-1093447259&start=2015-02-19 13:00:00&end=2015-02-20 13:00:00,2,1,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11260593,2,1,0:02:28,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-11490820,2,1,0:02:56,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-11873936,2,2,0:00:00,1,100.00%,100.00%,$0.00
/explore/posts?poster_id=IG-12174932&start=2015-03-12T17:00:00.000Z&end=2015-03-20T16:59:59.999Z,2,1,0:01:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-12384903&start=2015-03-13 17:00:00&end=2015-03-14 17:00:00,2,2,0:01:27,2,50.00%,50.00%,$0.00
/explore/posts?poster_id=IG-1286446264,2,1,0:00:07,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-12992325,2,2,0:00:53,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1415312081,2,1,0:19:29,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-1420234277,2,1,0:10:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-14319721,2,2,0:00:15,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-144085665,2,1,0:00:29,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-144174655,2,1,0:00:21,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-145059102,2,1,0:00:17,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-145400236,2,2,0:00:20,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1471584251,2,1,0:02:44,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-15031171,2,1,0:00:01,1,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-1538332759,2,1,0:03:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1543526777&start=2015-03-03 13:00:00&end=2015-03-04 13:00:00,2,2,0:00:09,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1595165031&start=2015-03-18 13:00:00&end=2015-03-19 13:00:00,2,1,0:00:04,1,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-1612907038,2,1,0:01:29,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-16303346,2,2,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-16907304,2,1,0:00:11,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-1702245620,2,1,0:00:23,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-1708358386,2,1,0:03:16,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1735874,2,1,0:00:12,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-17535214,2,1,0:01:36,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-179605292,2,2,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-184108752,2,1,0:02:31,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-18559056&start=2015-03-01 13:00:00&end=2015-03-02 13:00:00,2,1,0:00:29,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-18573242,2,1,0:00:53,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-1860612,2,2,0:02:26,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-190439093,2,1,0:00:12,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-192750365,2,1,0:01:51,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-197503026,2,1,0:00:45,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-198383438,2,1,0:00:28,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-199459924,2,1,0:01:34,0,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-203606086,2,1,0:04:35,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-208707898,2,2,0:01:17,1,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-20945731,2,2,0:00:02,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-21016239,2,2,0:01:23,0,0.00%,0.00%,$0.00
/explore/posts?poster_id=IG-211112645,2,1,0:00:16,1,0.00%,50.00%,$0.00
/explore/posts?poster_id=IG-211129948,2,1,0:00:08,0,0.00%,0.00%,$0.00
